time_open,open,high,low,close,volume,time_close,date_d
2024-12-17T12:00:00.000Z,5.804096051322115,38.47591123399061,4.518339310423296,6.729423506279724,6506415.19793341,2024-12-17 12:59:59.999000+00:00,2024-12-17
2024-12-17T13:00:00.000Z,2.6334290143059276,2.057513821838743,0.11056726128331824,0.12979384506097555,288860792.88108444,2024-12-17 13:59:59.999000+00:00,2024-12-17
2024-12-17T14:00:00.000Z,0.06368993616036557,0.07627256028634419,0.042003041506607185,0.04293496160042927,101196534.97279571,2024-12-17 14:59:59.999000+00:00,2024-12-17
2024-12-17T15:00:00.000Z,0.042640921589106213,0.04233749616587441,0.03508863534422185,0.0373714014586993,98717871.00987901,2024-12-17 15:59:59.999000+00:00,2024-12-17
2024-12-17T16:00:00.000Z,0.0372024274190395,0.04036932461687743,0.03103693030609137,0.03219370580540983,75045159.17388427,2024-12-17 16:59:59.999000+00:00,2024-12-17
2024-12-17T17:00:00.000Z,0.03219370580540983,0.03238940552624966,0.028147704376654113,0.030896151162145412,64325539.21513853,2024-12-17 17:59:59.999000+00:00,2024-12-17
2024-12-17T18:00:00.000Z,0.03101970087841806,0.03515985855888963,0.030219423425115063,0.034497135257422595,50606328.66562922,2024-12-17 18:59:59.999000+00:00,2024-12-17
2024-12-17T19:00:00.000Z,0.03472503701383785,0.034905972691038276,0.03154214976580875,0.03171043857359343,34863324.12956631,2024-12-17 19:59:59.999000+00:00,2024-12-17
2024-12-17T20:00:00.000Z,0.03178794361010368,0.034411607254645885,0.030543268931837328,0.031135957202374602,27893693.804241255,2024-12-17 20:59:59.999000+00:00,2024-12-17
2024-12-17T21:00:00.000Z,0.031057046859470458,0.031044747888075937,0.028439211583141073,0.029599272954015297,31333863.506571867,2024-12-17 21:59:59.999000+00:00,2024-12-17
2024-12-17T22:00:00.000Z,0.029690086040582406,0.030915107122649586,0.026876118228370823,0.028036011017876658,41807196.684013404,2024-12-17 22:59:59.999000+00:00,2024-12-17
2024-12-17T23:00:00.000Z,0.027815471054106526,0.028922012041998426,0.027149641748621094,0.028592706076644603,23567586.70070391,2024-12-17 23:59:59.999000+00:00,2024-12-17
2024-12-18T00:00:00.000Z,0.028850797137700984,0.0301354967530889,0.027876169447448577,0.027999253278621246,28376589.619667258,2024-12-18 00:59:59.999000+00:00,2024-12-17
2024-12-18T01:00:00.000Z,0.02771096990913488,0.027791739222531198,0.027071064231424843,0.027255795591081298,12315039.124724498,2024-12-18 01:59:59.999000+00:00,2024-12-18
2024-12-18T02:00:00.000Z,0.02752317120211601,0.031892998062320876,0.027229275816219187,0.031070830617537973,39558920.90351028,2024-12-18 02:59:59.999000+00:00,2024-12-18
2024-12-18T03:00:00.000Z,0.031070830617537973,0.032483663542980046,0.03038430746746694,0.030997723659129263,21546686.566703442,2024-12-18 03:59:59.999000+00:00,2024-12-18
2024-12-18T04:00:00.000Z,0.03115634451216013,0.031681292383913824,0.02952508959048384,0.03036498352282022,17055887.344898887,2024-12-18 04:59:59.999000+00:00,2024-12-18
2024-12-18T05:00:00.000Z,0.030345649123654558,0.03097203269679106,0.02984812273592793,0.03016864893315006,13000702.02733625,2024-12-18 05:59:59.999000+00:00,2024-12-18
2024-12-18T06:00:00.000Z,0.0301970602651621,0.03018526582576267,0.028481776732474175,0.028985763011922235,11170459.087755566,2024-12-18 06:59:59.999000+00:00,2024-12-18
2024-12-18T07:00:00.000Z,0.028985763011922235,0.03079853249837478,0.029033137528714253,0.030576838210523354,11610558.642497184,2024-12-18 07:59:59.999000+00:00,2024-12-18
2024-12-18T08:00:00.000Z,0.030576838210523354,0.033706782724952866,0.030386941961234114,0.032908221934958785,25093192.90217179,2024-12-18 08:59:59.999000+00:00,2024-12-18
2024-12-18T09:00:00.000Z,0.0329056290422815,0.03436812576432638,0.03249864829314894,0.03321565175549917,17443540.005475335,2024-12-18 09:59:59.999000+00:00,2024-12-18
2024-12-18T10:00:00.000Z,0.03321029534783754,0.03486796499271162,0.03276329315178187,0.03394483169285212,19378631.02546853,2024-12-18 10:59:59.999000+00:00,2024-12-18
2024-12-18T11:00:00.000Z,0.03394483169285212,0.037178985604562106,0.033819880570978046,0.03402899001806289,29854682.464031007,2024-12-18 11:59:59.999000+00:00,2024-12-18
2024-12-18T12:00:00.000Z,0.03402899001806289,0.03481281542900009,0.03339901391541185,0.03374491104831293,20597457.82085994,2024-12-18 12:59:59.999000+00:00,2024-12-18
2024-12-18T13:00:00.000Z,0.03368174974822378,0.033428513402673825,0.03204873762119711,0.03244925638766735,16544938.229398308,2024-12-18 13:59:59.999000+00:00,2024-12-18
2024-12-18T14:00:00.000Z,0.03253428374741126,0.033933305840371956,0.03140827042271791,0.03205873894072136,17451904.840269815,2024-12-18 14:59:59.999000+00:00,2024-12-18
2024-12-18T15:00:00.000Z,0.032092862188090605,0.0345274747230173,0.03190557608163858,0.03436885249099723,22843184.32108652,2024-12-18 15:59:59.999000+00:00,2024-12-18
2024-12-18T16:00:00.000Z,0.03436885249099723,0.03552048938310048,0.03316583474948707,0.03460734906925938,27969771.194328304,2024-12-18 16:59:59.999000+00:00,2024-12-18
2024-12-18T17:00:00.000Z,0.03460734906925938,0.03711730623106103,0.033369028392201135,0.03651986198950265,22370660.08163161,2024-12-18 17:59:59.999000+00:00,2024-12-18
2024-12-18T18:00:00.000Z,0.03651986198950265,0.03925411739407465,0.03601494764691288,0.03820278714578907,34754061.785097346,2024-12-18 18:59:59.999000+00:00,2024-12-18
2024-12-18T19:00:00.000Z,0.03820278714578907,0.03931009130071316,0.03668117990912521,0.03674593535179218,30941427.517372407,2024-12-18 19:59:59.999000+00:00,2024-12-18
2024-12-18T20:00:00.000Z,0.036721939513067126,0.037185135983726914,0.03497649810660113,0.03584916194212217,32287396.406253703,2024-12-18 20:59:59.999000+00:00,2024-12-18
2024-12-18T21:00:00.000Z,0.03584916194212217,0.03764944377578889,0.03546760762011554,0.036800992551272324,25835559.722081605,2024-12-18 21:59:59.999000+00:00,2024-12-18
2024-12-18T22:00:00.000Z,0.036800992551272324,0.0377179696708805,0.03609039321927424,0.037221760677260116,18399157.05653874,2024-12-18 22:59:59.999000+00:00,2024-12-18
2024-12-18T23:00:00.000Z,0.037221760677260116,0.037941145879817686,0.035388514201898556,0.03560025101479762,20762394.177880228,2024-12-18 23:59:59.999000+00:00,2024-12-18
2024-12-19T00:00:00.000Z,0.03560025101479762,0.036705052211883145,0.03365574223339336,0.03404665869052328,25788496.32693582,2024-12-19 00:59:59.999000+00:00,2024-12-18
2024-12-19T01:00:00.000Z,0.03404665869052328,0.0345036355667208,0.03251515335995174,0.03301909915656888,24578722.302992977,2024-12-19 01:59:59.999000+00:00,2024-12-19
2024-12-19T02:00:00.000Z,0.03301909915656888,0.03401035407262213,0.031210256166486722,0.03384790312523141,27464850.244122848,2024-12-19 02:59:59.999000+00:00,2024-12-19
2024-12-19T03:00:00.000Z,0.03384790312523141,0.03438721628070973,0.03310355454573236,0.03360313672198598,16371956.924165925,2024-12-19 03:59:59.999000+00:00,2024-12-19
2024-12-19T04:00:00.000Z,0.03360313672198598,0.03346432176935926,0.03160482412613127,0.03168071870328021,14501801.054466574,2024-12-19 04:59:59.999000+00:00,2024-12-19
2024-12-19T05:00:00.000Z,0.03168071870328021,0.032751100928226765,0.0309661672537777,0.0321049385909446,17328651.242608268,2024-12-19 05:59:59.999000+00:00,2024-12-19
2024-12-19T06:00:00.000Z,0.03209314243236084,0.03309124703343675,0.03160211604658497,0.03288139397689764,9544777.264350386,2024-12-19 06:59:59.999000+00:00,2024-12-19
2024-12-19T07:00:00.000Z,0.03287348384686798,0.03445842027003286,0.03279600310740108,0.034006593469225174,16162511.505743716,2024-12-19 07:59:59.999000+00:00,2024-12-19
2024-12-19T08:00:00.000Z,0.034012885105169526,0.03397802865506411,0.03267198494416392,0.032833946603037484,15198561.422712214,2024-12-19 08:59:59.999000+00:00,2024-12-19
2024-12-19T09:00:00.000Z,0.03285712842964643,0.03282794744792829,0.031960656152492335,0.03204032291895752,8013219.9330358775,2024-12-19 09:59:59.999000+00:00,2024-12-19
2024-12-19T10:00:00.000Z,0.03202641951523482,0.03234724694629951,0.03148762400695391,0.03162625329862414,7745205.830155641,2024-12-19 10:59:59.999000+00:00,2024-12-19
2024-12-19T11:00:00.000Z,0.03166016501317737,0.032187989532668194,0.03092172694631553,0.03189756924025462,9473785.590767907,2024-12-19 11:59:59.999000+00:00,2024-12-19
2024-12-19T12:00:00.000Z,0.03189756924025462,0.03226629821322698,0.03053442327072873,0.030626659409443823,8477406.311984137,2024-12-19 12:59:59.999000+00:00,2024-12-19
